target_id	length	eff_length	est_counts	tpm
Solyc07g032630.1.1	354	155	0	0
Solyc07g032633.1.1	2060	1861	0	0
Solyc07g032650.1.1	303	104.031	0.333333	0.1175
Solyc07g032660.1.1	303	104.031	0	0
Solyc07g032670.2.1	1243	1044	0	0
Solyc07g032680.1.1	186	20.1432	0	0
Solyc07g032700.1.1	363	164	0	0
Solyc07g032710.3.1	3163	2964	3	0.0371164
Solyc07g032730.3.1	1305	1106	0	0
Solyc07g032740.3.1	2218	2019	2463	44.7353
Solyc07g032745.1.1	1125	926	0	0
Solyc07g032770.1.1	252	55.6961	0	0
Solyc07g032780.1.1	159	14.3664	0	0
Solyc07g032783.1.1	642	443	0	0
Solyc07g032785.1.1	237	44.1265	0	0
Solyc07g032787.1.1	153	13.4437	0	0
Solyc07g032790.1.1	303	104.031	0	0
Solyc07g032800.1.1	687	488	0	0
Solyc07g032810.1.1	777	578	0	0
Solyc07g032820.1.1	1026	827	0	0
Solyc07g032794.1.1	1569	1370	0	0
Solyc07g037900.2.1	511	312	0	0
Solyc07g032798.1.1	414	215	0	0
Solyc07g037910.2.1	668	469	0	0
Solyc07g037920.2.1	995	796	0	0
Solyc07g037930.1.1	174	17.1937	0	0
Solyc07g037940.2.1	2063	1864	0	0
Solyc07g037950.1.1	1455	1256	0	0
Solyc07g037960.1.1	1458	1259	483	14.0684
Solyc07g038100.3.1	4350	4151	206	1.81986
Solyc07g038105.1.1	689	490	0	0
Solyc07g038110.2.1	726	527	3	0.208753
Solyc07g038130.2.1	1315	1116	0	0
Solyc07g038137.1.1	540	341	0	0
Solyc07g038160.3.1	744	545	0	0
Solyc07g038170.1.1	150	13.0193	0	0
Solyc07g038190.3.1	885	686	0	0
Solyc07g039190.3.1	1836	1637	334	7.48204
Solyc07g039195.1.1	1596	1397	0	0
Solyc07g039200.3.1	2452	2253	3796	61.7856
Solyc07g039210.3.1	1805	1606	725.002	16.5545
Solyc07g039220.1.1	1062	863	0	0
Solyc07g039230.2.1	345	146	0	0
Solyc07g039250.1.1	309	110.015	0	0
Solyc07g039260.2.1	351	152	0	0
Solyc07g039270.3.1	639	440	158	13.1682
Solyc07g039280.1.1	366	167	0	0
Solyc07g039287.1.1	756	557	359.746	23.6844
Solyc07g039290.1.1	174	17.1937	0	0
Solyc07g039295.1.1	917	718	279	14.2496
Solyc07g039300.1.1	183	19.3378	0	0
Solyc07g039310.1.1	1542	1343	132	3.60429
Solyc07g039317.1.1	195	22.8744	0	0
Solyc07g039330.3.1	1836	1637	3522	78.8975
Solyc07g039340.3.1	4517	4318	4100	34.8196
Solyc07g039345.1.1	753	554	0	0
Solyc07g039370.1.1	183	19.3378	0	0
Solyc07g039380.3.1	615	416	1	0.0881514
Solyc07g039384.1.1	453	254	0	0
Solyc07g039390.1.1	960	761	0	0
Solyc07g039386.1.1	324	125.002	0	0
Solyc07g039388.1.1	483	284	0	0
Solyc07g039400.2.1	597	398	0	0
Solyc07g039410.3.1	1055	856	0	0
Solyc07g039420.1.1	972	773	1	0.0474398
Solyc07g039440.1.1	648	449	0	0
Solyc07g039450.3.1	1192	993	202	7.45975
Solyc07g039470.1.1	333	134.001	0	0
Solyc07g039480.1.1	522	323	0	0
Solyc07g039500.3.1	2487	2288	296	4.74415
Solyc07g039505.1.1	342	143	0	0
Solyc07g039510.3.1	1243	1044	880	30.9104
Solyc07g039520.1.1	225	36.3941	0	0
Solyc07g039525.1.1	599	400	0	0
Solyc07g039530.1.1	744	545	0	0
Solyc07g039540.1.1	246	50.8321	0	0
Solyc07g039550.3.1	3360	3161	1499.81	17.3993
Solyc07g039570.3.1	2162	1963	0	0
Solyc07g039580.1.1	339	140	0	0
Solyc07g039585.1.1	324	125.002	1	0.293363
Solyc07g039610.1.1	192	21.9082	0	0
Solyc07g039620.2.1	2533	2334	0	0
Solyc07g039625.1.1	294	95.0839	0	0
Solyc07g039630.1.1	411	212	189	32.6925
Solyc07g039635.1.1	3309	3110	0	0
Solyc07g039650.1.1	303	104.031	0	0
Solyc07g039660.1.1	309	110.015	0	0
Solyc07g039665.1.1	618	419	0	0
Solyc07g040660.3.1	774	575	1	0.0637756
Solyc07g040663.1.1	1273	1074	0	0
Solyc07g040667.1.1	414	215	0	0
Solyc07g040680.3.1	1289	1090	3	0.100929
Solyc07g040685.1.1	507	308	0	0
Solyc07g040690.3.1	2251	2052	1517	27.1101
Solyc07g040695.1.1	312	113.011	0	0
Solyc07g040700.2.1	480	281	0	0
Solyc07g040710.3.1	1590	1391	0	0
Solyc07g040720.3.1	2828	2629	2691	37.5358
Solyc07g040730.1.1	378	179	3	0.614597
Solyc07g040740.3.1	2733	2534	1613	23.3426
Solyc07g040745.1.1	582	383	0	0
Solyc07g040750.2.1	2979	2780	1	0.013191
Solyc07g040770.1.1	66	6.70056	0	0
Solyc07g040780.3.1	3199	3000	1655	20.2301
Solyc07g040785.1.1	483	284	0	0
Solyc07g040800.1.1	303	104.031	0.333333	0.1175
Solyc07g040810.1.1	303	104.031	0	0
Solyc07g040815.1.1	132	10.8985	0	0
Solyc07g040840.2.1	2769	2570	0	0
Solyc07g040843.1.1	588	389	1	0.0942698
Solyc07g040850.1.1	189	20.9989	0	0
Solyc07g040880.3.1	720	521	2	0.140771
Solyc07g040890.1.1	999	800	2066	94.7028
Solyc07g040898.1.1	219	33.0557	0	0
Solyc07g040900.2.1	369	170	0	0
Solyc07g040910.3.1	894	695	144	7.59801
Solyc07g040920.2.1	787	588	444	27.6903
Solyc07g040930.1.1	90	7.80345	0	0
Solyc07g040940.3.1	2638	2439	356	5.35255
Solyc07g040950.3.1	1010	811	9	0.406953
Solyc07g040960.1.1	1500	1301	542	15.2772
Solyc07g040970.1.1	516	317	0	0
Solyc07g040980.3.1	7194	6995	2020	10.5898
Solyc07g040990.3.1	2157	1958	2980	55.8118
Solyc07g041000.3.1	780	581	0	0
Solyc07g041010.3.1	1347	1148	697.959	22.2951
Solyc07g041020.3.1	3709	3510	648.041	6.77046
Solyc07g041023.1.1	558	359	0	0
Solyc07g041030.1.1	339	140	0	0
Solyc07g041070.3.1	2121	1922	106	2.02244
Solyc07g041080.3.1	1448	1249	435	12.7717
Solyc07g041090.1.1	429	230	0	0
Solyc07g041100.1.1	609	410	0	0
Solyc07g041110.1.1	153	13.4437	0	0
Solyc07g041150.3.1	2555	2356	5416	84.2996
Solyc07g041155.1.1	2088	1889	7436	144.354
Solyc07g041160.3.1	1730	1531	2746	65.773
Solyc07g041170.2.1	473	274	59.2102	7.92444
Solyc07g041180.3.1	3372	3173	290.462	3.35692
Solyc07g041190.3.1	2784	2585	961.538	13.6404
Solyc07g041195.1.1	192	21.9082	0	0
Solyc07g041200.3.1	1847	1648	946	21.0502
Solyc07g041210.3.1	2331	2132	962	16.5467
Solyc07g041213.1.1	1621	1422	0	0
Solyc07g041230.3.1	1750	1551	201	4.75233
Solyc04g048940.2.1	309	110.015	0	0
Solyc07g041240.2.1	468	269	57.3349	7.81609
Solyc07g041245.1.1	467	268	0	0
Solyc07g041260.2.1	930	731	0	0
Solyc07g041270.1.1	327	128.001	0	0
Solyc07g041280.3.1	1420	1221	225	6.75755
Solyc07g041290.2.1	723	524	0	0
Solyc07g041300.2.1	1785	1586	1	0.0231217
Solyc07g041310.3.1	1511	1312	16447	459.701
Solyc07g041320.2.1	3886	3687	0	0
Solyc07g041325.1.1	1701	1502	175.144	4.2761
Solyc07g041330.2.1	2141	1942	115	2.17156
Solyc07g041340.2.1	1194	995	77	2.83785
Solyc07g041350.1.1	267	68.9638	0	0
Solyc07g041360.1.1	429	230	0	0
Solyc07g041362.1.1	1542	1343	0	0
Solyc07g041370.1.1	330	131.001	0	0
Solyc07g041366.1.1	926	727	0	0
Solyc07g041430.2.1	1500	1301	0	0
Solyc07g041440.2.1	333	134.001	0	0
Solyc07g041460.1.1	192	21.9082	0	0
Solyc07g041470.2.1	1281	1082	1	0.0338918
Solyc07g041490.2.1	624	425	1154	99.5725
Solyc07g041500.3.1	1632	1433	143	3.65942
Solyc07g041510.2.1	3769	3570	1764	18.1198
Solyc07g041513.1.1	192	21.9082	0	0
Solyc07g041515.1.1	255	58.2335	0	0
Solyc07g041517.1.1	294	95.0839	0	0
Solyc07g041620.1.1	165	15.3999	0	0
Solyc07g041623.1.1	402	203	0	0
Solyc07g041627.1.1	363	164	0	0
Solyc07g041630.1.1	471	272	0	0
Solyc07g041640.3.1	1820	1621	1	0.0226224
Solyc07g041660.3.1	6612	6413	3008	17.2004
Solyc07g041650.2.1	963	764	0	0
Solyc07g041680.2.1	348	149	1	0.246114
Solyc07g041720.1.1	636	437	0	0
Solyc07g041730.3.1	81	7.3499	0	0
Solyc07g041735.1.1	913	714	1038	53.3116
Solyc07g041740.1.1	294	95.0839	0	0
Solyc07g041750.3.1	2739	2540	2002	28.9037
Solyc07g041760.3.1	3791	3592	579	5.91105
Solyc07g041770.1.1	627	428	162	13.8801
Solyc07g041780.3.1	1150	951	0	0
Solyc07g041790.1.1	222	34.6815	0	0
Solyc07g041810.1.1	327	128.001	0	0
Solyc07g041820.2.1	3138	2939	0	0
Solyc07g041830.3.1	1216	1017	271	9.77171
Solyc07g041840.2.1	87	7.64624	0	0
Solyc07g041850.2.1	1872	1673	0	0
Solyc07g041860.1.1	372	173	0	0
Solyc07g041870.3.1	3225	3026	3474	42.1001
Solyc07g041880.1.1	228	38.1945	0	0
Solyc07g041890.1.1	759	560	0	0
Solyc07g041895.1.1	276	77.4659	0	0
Solyc07g041900.3.1	1552	1353	4839	131.154
Solyc07g041920.3.1	1658	1459	0	0
Solyc07g041930.3.1	2672	2473	2072	30.7247
Solyc07g041940.3.1	1534	1335	510	14.0091
Solyc07g041950.1.1	312	113.011	0	0
Solyc07g041960.2.1	420	221	0	0
Solyc07g041970.3.1	2579	2380	4743	73.08
Solyc07g041980.3.1	1156	957	1	0.0383187
Solyc07g042000.3.1	1926	1727	1058	22.4655
Solyc07g042010.3.1	2004	1805	346	7.02945
Solyc07g042015.1.1	1045	846	0	0
Solyc07g042020.3.1	2389	2190	13576	227.327
Solyc07g042025.1.1	1035	836	425	18.6425
Solyc07g042030.2.1	2916	2717	445	6.0061
Solyc07g042035.1.1	1350	1151	1	0.0318601
Solyc07g042080.3.1	4027	3828	727	6.96442
Solyc07g042090.3.1	1493	1294	0	0
Solyc07g042100.3.1	1412	1213	0	0
Solyc07g042105.1.1	1603	1404	0	0
Solyc07g042130.3.1	3622	3423	708	7.58488
Solyc07g042135.1.1	573	374	0	0
Solyc07g042150.3.1	3003	2804	1381	18.0608
Solyc07g042160.3.1	2293	2094	229	4.01034
Solyc07g042170.3.1	1145	946	1354	52.4868
Solyc07g042180.3.1	1868	1669	1386	30.4529
Solyc07g042190.3.1	1328	1129	141	4.57981
Solyc07g042200.1.1	150	13.0193	0	0
Solyc07g042220.2.1	3176	2977	0	0
Solyc07g042230.1.1	504	305	0	0
Solyc07g042240.1.1	237	44.1265	0	0
Solyc07g042250.3.1	1536	1337	6821	187.085
Solyc07g042260.3.1	3832	3633	1572	15.8675
Solyc07g042270.3.1	1790	1591	263	6.06189
Solyc07g042275.1.1	748	549	204	13.6264
Solyc07g042280.3.1	2815	2616	0	0
Solyc07g042290.2.1	351	152	0	0
Solyc07g042293.1.1	375	176	0	0
Solyc07g042297.1.1	276	77.4659	0	0
Solyc07g042300.1.1	564	365	0	0
Solyc07g042310.1.1	189	20.9989	0	0
Solyc07g042313.1.1	3451	3252	833	9.39327
Solyc07g042330.2.1	1407	1208	0	0
Solyc07g042360.1.1	765	566	0	0
Solyc07g042317.1.1	417	218	0	0
Solyc07g042380.3.1	4759	4560	3056	24.576
Solyc07g042390.2.1	567	368	0	0
Solyc07g042400.2.1	682	483	0	0
Solyc07g042420.1.1	399	200	0	0
Solyc07g042430.1.1	1542	1343	0	0
Solyc07g042440.3.1	1050	851	287	12.3673
Solyc07g042460.2.1	7361	7162	7940	40.6545
Solyc07g042450.3.1	552	353	0	0
Solyc07g042470.3.1	1078	879	160	6.67503
Solyc07g042480.3.1	2307	2108	2	0.0347922
Solyc07g042490.1.1	393	194	217	41.0186
Solyc07g042500.3.1	6191	5992	732	4.47983
Solyc07g042510.3.1	991	792	4	0.185207
Solyc07g042520.3.1	2688	2489	677	9.97438
Solyc07g042540.3.1	491	292	0	0
Solyc07g042550.3.1	2995	2796	9097	119.312
Solyc07g042560.3.1	3176	2977	115	1.41658
Solyc07g042570.3.1	1207	1008	2198	79.9631
Solyc07g042580.3.1	3591	3392	490	5.2974
Solyc07g042590.3.1	1636	1437	815	20.7981
Solyc07g042593.1.1	537	338	146	15.8401
Solyc07g042600.2.1	1332	1133	0	0
Solyc07g042610.2.1	921	722	0	0
Solyc07g042620.3.1	726	527	918	63.8785
Solyc07g042630.3.1	2813	2614	164	2.3007
Solyc07g042633.1.1	352	153	44	10.5459
Solyc07g042650.1.1	252	55.6961	0	0
Solyc07g042660.1.1	522	323	0	0
Solyc07g042670.1.1	408	209	0	0
Solyc07g042680.3.1	3689	3490	2658.15	27.9304
Solyc07g042690.3.1	648	449	0	0
Solyc07g042695.1.1	1606	1407	356.747	9.29799
Solyc07g042700.3.1	2605	2406	304.589	4.64238
Solyc07g042710.3.1	2018	1819	816.817	16.467
Solyc07g042720.1.1	1398	1199	303	9.26714
Solyc07g042740.3.1	3346	3147	584.595	6.81209
Solyc07g042745.1.1	225	36.3941	0	0
Solyc07g042750.3.1	1934	1735	516	10.9062
Solyc07g042760.1.1	1812	1613	0	0
Solyc07g042770.1.1	225	36.3941	0	0
Solyc07g042780.1.1	150	13.0193	0	0
Solyc07g042790.2.1	4359	4160	0	0
Solyc07g042810.2.1	1289	1090	35	1.17751
Solyc07g042820.3.1	1612	1413	0	0
Solyc07g042830.3.1	2473	2274	191	3.0801
Solyc07g042840.1.1	276	77.4659	0	0
Solyc07g042843.1.1	426	227	0	0
Solyc07g042850.2.1	697	498	20.3061	1.49527
Solyc07g042847.1.1	1285	1086	3.69388	0.124731
Solyc07g042880.1.1	1449	1250	0	0
Solyc07g042890.3.1	1930	1731	3070.1	65.0396
Solyc07g042900.3.1	392	193	219	41.6111
Solyc07g042905.1.1	1429	1230	652.329	19.4484
Solyc07g042910.3.1	5229	5030	4436.67	32.3453
Solyc07g042920.2.1	285	86.2066	0	0
Solyc07g042923.1.1	300	101.044	0	0
Solyc07g042927.1.1	318	119.005	0	0
Solyc07g042930.3.1	3450	3251	231	2.60566
Solyc07g042935.1.1	582	383	0	0
Solyc07g042950.1.1	537	338	0	0
Solyc07g042960.2.1	1113	914	517	20.7428
Solyc07g042970.3.1	591	392	385	36.0161
Solyc07g042980.3.1	1731	1532	10	0.239367
Solyc07g043000.3.1	1448	1249	831	24.3984
Solyc07g043010.1.1	234	42.0611	0	0
Solyc07g043020.1.1	297	98.0609	0	0
Solyc07g043030.2.1	564	365	0	0
Solyc07g043040.1.1	159	14.3664	0	0
Solyc07g043050.1.1	1431	1232	173	5.14941
Solyc07g043060.1.1	1401	1202	0	0
Solyc07g043070.3.1	1264	1065	0	0
Solyc07g043080.1.1	375	176	0	0
Solyc07g043100.1.1	1407	1208	0	0
Solyc07g043110.1.1	1440	1241	0	0
Solyc07g043120.1.1	1473	1274	6	0.172705
Solyc07g043130.3.1	2014	1815	2710	54.7539
Solyc07g043133.1.1	321	122.003	0	0
Solyc07g043137.1.1	1032	833	0	0
Solyc07g043150.1.1	1449	1250	990	29.0434
Solyc07g043160.1.1	1323	1124	1	0.0326254
Solyc07g043170.3.1	1461	1262	1715	49.8342
Solyc07g043180.1.1	180	18.5798	0	0
Solyc07g043190.2.1	672	473	0	0
Solyc07g043200.2.1	1740	1541	0	0
Solyc07g043207.1.1	929	730	0	0
Solyc07g043230.3.1	1293	1094	743	24.9054
Solyc07g043240.3.1	1416	1217	1	0.0301323
Solyc07g043250.1.1	483	284	1	0.129123
Solyc07g043260.3.1	3266	3067	2354	28.1459
Solyc07g043270.3.1	3399	3200	5218	59.7966
Solyc07g043280.1.1	516	317	0	0
Solyc07g043310.3.1	2200	2001	13227	242.402
Solyc07g043320.3.1	5064	4865	3334	25.1307
Solyc07g043330.2.1	1056	857	7	0.299529
Solyc07g043340.1.1	369	170	0	0
Solyc07g043350.2.1	819	620	0	0
Solyc07g043360.1.1	408	209	3981	698.503
Solyc07g043365.1.1	1001	802	0	0
Solyc07g043390.3.1	1538	1339	17779	486.91
Solyc07g043395.1.1	630	431	13041.3	1109.6
Solyc07g043400.1.1	204	26.1481	1875.73	2630.59
Solyc07g043410.1.1	1449	1250	0	0
Solyc07g043415.1.1	295	96.0755	0	0
Solyc07g043420.3.1	1286	1087	72292	2438.84
Solyc07g043450.2.1	1221	1022	0	0
Solyc07g043440.1.1	186	20.1432	0	0
Solyc07g043460.3.1	2155	1956	12693.7	237.981
Solyc07g043480.1.1	1371	1172	6825	213.549
Solyc07g043490.1.1	1452	1253	4943	144.664
Solyc07g043500.1.1	1326	1127	9718	316.21
Solyc07g043510.3.1	1761	1562	358	8.40474
Solyc07g043530.2.1	549	350	0	0
Solyc07g043550.3.1	2176	1977	11271	209.063
Solyc07g043560.3.1	3293	3094	13176	156.166
Solyc07g043570.3.1	1461	1262	129	3.74846
Solyc07g043580.3.1	3200	3001	0	0
Solyc07g043590.3.1	2357	2158	980	16.6532
Solyc07g043600.3.1	1801	1602	370	8.46957
Solyc07g043610.3.1	1295	1096	1391	46.5413
Solyc07g043620.3.1	2227	2028	1392	25.1706
Solyc07g043630.2.1	2342	2143	0	0
Solyc07g043640.3.1	2191	1992	17807	327.811
Solyc07g043650.2.1	1403	1204	0	0
Solyc07g043660.3.1	1990	1791	0	0
Solyc07g043670.1.1	1296	1097	3657	122.248
Solyc07g043680.3.1	1793	1594	0	0
Solyc07g043687.1.1	810	611	0	0
Solyc07g043690.2.1	2274	2075	7667	135.497
Solyc07g043700.2.1	1289	1090	0	0
Solyc07g043710.3.1	1473	1274	2719	78.264
Solyc07g044710.2.1	1773	1574	16286.7	379.448
Solyc07g044720.2.1	1497	1298	6521.47	184.244
Solyc07g044730.3.1	1121	922	3658.79	145.522
Solyc07g044740.1.1	393	194	0	0
Solyc07g044750.3.1	1631	1432	393	10.064
Solyc07g044760.3.1	3846	3647	8353	83.9903
Solyc07g044780.3.1	1807	1608	40.0837	0.914122
Solyc07g044790.3.1	6985	6786	374.916	2.02602
Solyc07g044793.1.1	735	536	0	0
Solyc07g044797.1.1	603	404	0	0
Solyc07g044810.3.1	1887	1688	1142	24.8094
Solyc07g044820.1.1	888	689	0	0
Solyc07g044830.3.1	1309	1110	1205	39.8095
Solyc07g044840.3.1	2218	2019	27378	497.265
Solyc07g044850.3.1	2486	2287	1615	25.8958
Solyc07g044860.3.1	1307	1108	626	20.7184
Solyc07g044870.3.1	1234	1035	0	0
Solyc07g044880.3.1	1300	1101	483	16.0873
Solyc07g044885.1.1	360	161	0	0
Solyc07g044890.1.1	282	83.2735	0	0
Solyc07g044895.1.1	714	515	0	0
Solyc07g044900.1.1	153	13.4437	0	0
Solyc07g044910.1.1	156	13.8921	0	0
Solyc07g044920.1.1	1098	899	0	0
Solyc07g044930.3.1	4143	3944	673	6.2575
Solyc07g044960.1.1	1575	1376	1846	49.1967
Solyc07g044970.1.1	642	443	2	0.165557
Solyc07g044980.3.1	2784	2585	2562	36.3447
Solyc07g044990.3.1	1289	1090	177	5.95483
Solyc07g045000.3.1	2105	1906	2	0.0384795
Solyc07g045010.3.1	2829	2630	334	4.65707
Solyc07g045030.3.1	1868	1669	0	0
Solyc07g045040.3.1	1138	939	259	10.1148
Solyc07g045050.3.1	1850	1651	306	6.79668
Solyc07g045060.1.1	312	113.011	0	0
Solyc07g045070.3.1	2295	2096	2035	35.6037
Solyc07g045080.3.1	1456	1257	0	0
Solyc07g045090.3.1	1460	1261	0	0
Solyc07g045120.2.1	5030	4831	2462	18.6885
Solyc07g045100.1.1	1650	1451	0	0
Solyc07g045105.1.1	663	464	0	0
Solyc07g045140.3.1	846	647	0	0
Solyc07g045145.1.1	1145	946	0	0
Solyc07g045150.3.1	1288	1089	1007	33.9097
Solyc07g045160.3.1	2716	2517	309	4.50192
Solyc07g045170.3.1	4807	4608	1565	12.4544
Solyc07g045180.3.1	1824	1625	384	8.66563
Solyc07g045185.1.1	1211	1012	178	6.45003
Solyc07g045190.2.1	1034	835	230	10.101
Solyc07g045200.1.1	180	18.5798	0	0
Solyc07g045210.1.1	1749	1550	3444	81.4805
Solyc07g045220.3.1	1247	1048	408	14.2765
Solyc07g045230.3.1	3454	3255	361	4.06704
Solyc07g045240.3.1	1625	1426	5661	145.578
Solyc07g045250.1.1	213	30.0561	2	2.44017
Solyc07g045260.2.1	247	51.6221	0	0
Solyc07g045270.2.1	577	378	0	0
Solyc07g045280.2.1	96	8.13768	0	0
Solyc07g045290.3.1	5610	5411	2805.93	19.0161
Solyc07g045300.3.1	1529	1330	479.073	13.2091
Solyc07g045310.3.1	925	726	4	0.202044
Solyc07g045315.1.1	639	440	10	0.833431
Solyc07g045320.3.1	1832	1633	124	2.78457
Solyc07g045330.3.1	1861	1662	1799	39.6938
Solyc07g045340.3.1	784	585	248	15.546
Solyc07g045350.3.1	2173	1974	5514	102.433
Solyc07g045353.1.1	1113	914	0	0
Solyc07g045357.1.1	1050	851	0	0
Solyc07g045370.3.1	2422	2223	489	8.06662
Solyc07g045380.3.1	2533	2334	605	9.50554
Solyc07g045390.2.1	926	727	1103	55.637
Solyc07g045410.2.1	2920	2721	0	0
Solyc07g045420.3.1	6416	6217	1603	9.45529
Solyc07g045430.3.1	582	383	0	0
Solyc07g045440.1.1	1230	1031	1823	64.8411
Solyc07g045450.1.1	1011	812	13	0.587097
Solyc07g045460.3.1	1554	1355	0	0
Solyc07g045470.2.1	1409	1210	173	5.24304
Solyc07g045480.3.1	4868	4669	763	5.99271
Solyc07g045490.2.1	534	335	1	0.109466
Solyc07g045510.3.1	5188	4989	101	0.742387
Solyc07g045500.1.1	231	40.0835	0	0
Solyc07g045520.3.1	2680	2481	93	1.37461
Solyc07g045530.2.1	630	431	3	0.25525
Solyc07g045540.3.1	1829	1630	1346	30.2817
Solyc07g045550.2.1	1131	932	0	0
Solyc07g045560.1.1	222	34.6815	0	0
Solyc07g045570.2.1	2008	1809	36	0.72977
Solyc07g045590.1.1	405	206	0	0
Solyc07g045595.1.1	329	130.001	0	0
Solyc07g045600.1.1	150	13.0193	0	0
Solyc07g045610.1.1	237	44.1265	0	0
Solyc07g045613.1.1	3303	3104	0	0
Solyc07g045617.1.1	786	587	0	0
Solyc07g047610.3.1	2498	2299	1079	17.2109
Solyc07g047620.2.1	1746	1547	1	0.0237046
Solyc07g047625.1.1	282	83.2735	0.832079	0.366421
Solyc07g047640.2.1	1076	877	0	0
Solyc07g047650.1.1	168	15.9631	0	0
Solyc07g047670.3.1	2214	2015	8815	160.424
Solyc07g047680.2.1	421	222	0	0
Solyc07g047700.3.1	6160	5961	736	4.52774
Solyc07g047710.3.1	4362	4163	290.088	2.55532
Solyc07g047720.3.1	1632	1433	1138.91	29.1451
Solyc07g047730.2.1	602	403	0	0
Solyc07g047740.3.1	3904	3705	3302.1	32.6832
Solyc07g047750.3.1	1933	1734	0	0
Solyc07g047760.2.1	918	719	4.6196	0.235612
Solyc07g047770.3.1	5593	5394	4965	33.7544
Solyc07g047780.3.1	2845	2646	2437	33.7744
Solyc07g047790.3.1	2695	2496	8282	121.678
Solyc07g047800.3.1	1104	905	4070	164.918
Solyc07g047820.2.1	3740	3541	844	8.74055
Solyc07g047850.3.1	1555	1356	23	0.622
Solyc07g047830.3.1	2909	2710	177	2.39511
Solyc07g047860.3.1	4678	4479	1307	10.7008
Solyc07g047870.1.1	549	350	0	0
Solyc07g047880.3.1	823	624	693	40.7259
Solyc07g047890.3.1	258	60.8345	0	0
Solyc07g047900.3.1	2500	2301	492	7.84099
Solyc07g047910.1.1	1458	1259	0	0
Solyc07g047920.2.1	1644	1445	0	0
Solyc07g047940.3.1	2222	2023	160	2.90032
Solyc07g047950.1.1	1638	1439	983	25.0504
Solyc07g047960.3.1	1886	1687	232	5.04307
Solyc07g047970.3.1	1611	1412	2114	54.9026
Solyc07g047980.2.1	1867	1668	1358	29.8556
Solyc07g047990.1.1	873	674	1640	89.2291
Solyc07g048000.3.1	2954	2755	330	4.39253
Solyc07g048010.3.1	1496	1297	10	0.282737
Solyc07g048020.2.1	321	122.003	0	0
Solyc07g048030.3.1	1559	1360	1331	35.889
Solyc07g048035.1.1	390	191	100	19.1995
Solyc07g048040.1.1	1218	1019	0	0
Solyc07g048050.2.1	1104	905	186	7.5368
Solyc07g048060.2.1	516	317	1322	152.931
Solyc07g048070.3.1	1379	1180	279	8.67051
Solyc07g048080.3.1	2333	2134	904	15.5345
Solyc07g048085.1.1	894	695	1086.43	57.3245
Solyc07g048090.2.1	699	500	1011.57	74.1903
Solyc07g048100.2.1	10645	10446	699.693	2.45629
Solyc07g048110.3.1	2783	2584	805.307	11.4286
Solyc07g048120.3.1	2260	2061	994	17.686
Solyc07g049120.2.1	676	477	0	0
Solyc07g049130.1.1	480	281	0	0
Solyc07g049140.3.1	559	360	0	0
Solyc07g049160.3.1	1043	844	0	0
Solyc07g049165.1.1	1106	907	0	0
Solyc07g049170.1.1	675	476	0	0
Solyc07g049180.3.1	2334	2135	2009	34.5068
Solyc07g049190.3.1	744	545	2	0.134572
Solyc07g049210.3.1	1706	1507	0	0
Solyc07g049200.3.1	1128	929	4	0.157894
Solyc07g049220.3.1	2316	2117	951	16.4734
Solyc07g049230.1.1	432	233	0	0
Solyc07g049240.3.1	1380	1181	297.279	9.23075
Solyc07g049250.1.1	888	689	0	0
Solyc07g049260.3.1	1585	1386	789	20.8755
Solyc07g049270.3.1	1001	802	4	0.182898
Solyc07g049280.3.1	2069	1870	838	16.4333
Solyc07g049290.3.1	2030	1831	269	5.38749
Solyc07g049300.3.1	1934	1735	37	0.782032
Solyc07g049310.3.1	1982	1783	268	5.51196
Solyc07g049320.3.1	3447	3248	51	0.575806
Solyc07g049325.1.1	300	101.044	0	0
Solyc07g049340.1.1	195	22.8744	0	0
Solyc07g049350.3.1	3495	3296	2699.19	30.031
Solyc07g049360.3.1	3450	3251	78.8065	0.88893
Solyc07g049370.2.1	1645	1446	398	10.0934
Solyc07g049380.1.1	2232	2033	0	0
Solyc07g049385.1.1	204	26.1481	0	0
Solyc07g049390.2.1	1609	1410	475	12.3537
Solyc07g049410.3.1	2165	1966	496.26	9.25653
Solyc07g049400.1.1	513	314	74.7397	8.72859
Solyc07g049420.1.1	339	140	0	0
Solyc07g049430.3.1	1863	1664	128	2.82084
Solyc07g049440.3.1	1519	1320	0	0
Solyc07g049450.3.1	1805	1606	4826	110.196
Solyc07g049460.3.1	1880	1681	39	0.850784
Solyc07g049470.3.1	1652	1453	167	4.21476
Solyc07g049480.3.1	3101	2902	1686	21.305
Solyc07g049490.2.1	1698	1499	663	16.2194
Solyc07g049495.1.1	327	128.001	0	0
Solyc07g049500.3.1	3044	2845	787	10.1441
Solyc07g049510.1.1	162	14.8683	0	0
Solyc07g049520.2.1	570	371	0	0
Solyc07g049530.3.1	2036	1837	1.00494	0.020061
Solyc07g049540.2.1	889	690	0	0
Solyc07g049550.3.1	1334	1135	627.995	20.29
Solyc07g049560.3.1	1992	1793	150	3.06784
Solyc07g049570.3.1	2022	1823	176	3.54037
Solyc07g049580.3.1	1920	1721	2930	62.4323
Solyc07g049590.3.1	2206	2007	158	2.8869
Solyc07g049600.3.1	2725	2526	0	0
Solyc07g049610.1.1	1464	1265	553	16.0309
Solyc07g049630.1.1	387	188	65	12.6788
Solyc07g049640.3.1	360	161	0	0
Solyc07g049650.1.1	78	7.21013	0	0
